epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.48849722743034363,0.7412740588188171,0.4927729070186615,0.7909946441650391
2,0.33921900391578674,0.8556169867515564,0.4371316432952881,0.8235887289047241
3,0.3054013252258301,0.8724966645240784,0.3503960967063904,0.8642473220825195
4,0.27096056938171387,0.8901392221450806,0.2725626826286316,0.9002016186714172
5,0.24062477052211761,0.9026320576667786,0.24900877475738525,0.8971773982048035
6,0.20759429037570953,0.9204654097557068,0.19180645048618317,0.9301075339317322
7,0.17725643515586853,0.9359145760536194,0.25085118412971497,0.8985214829444885
8,0.16496315598487854,0.9405874609947205,0.1864636391401291,0.9257392287254333
9,0.15545406937599182,0.9472630023956299,0.1434638947248459,0.9539650678634644
10,0.15440605580806732,0.9451649785041809,0.14703387022018433,0.9502688050270081
11,0.14897483587265015,0.9468815326690674,0.12782834470272064,0.960349440574646
12,0.14470559358596802,0.9476444721221924,0.1353067010641098,0.9532930254936218
13,0.14016398787498474,0.9500285983085632,0.18093609809875488,0.9364919066429138
14,0.1380203813314438,0.9493610262870789,0.13423454761505127,0.9536290168762207
15,0.13615404069423676,0.9509822726249695,0.1253022402524948,0.9576612710952759
16,0.12486539036035538,0.9564180970191956,0.11987901479005814,0.9623655676841736
17,0.12498799711465836,0.9548922181129456,0.11962557584047318,0.9576612710952759
18,0.1218704804778099,0.9564180970191956,0.1402108371257782,0.9495967626571655
19,0.12485237419605255,0.954224705696106,0.14028741419315338,0.948924720287323
20,0.12000176310539246,0.9578485488891602,0.11451533436775208,0.9623655676841736
21,0.11616329848766327,0.9586114883422852,0.14711765944957733,0.9435483813285828
22,0.11671365052461624,0.9576578140258789,0.11019214242696762,0.961693525314331
23,0.11104242503643036,0.9607095122337341,0.10628301650285721,0.9647177457809448
24,0.10721457004547119,0.9610909819602966,0.1012067049741745,0.9653897881507874
25,0.10446824133396149,0.9612817168235779,0.1022559255361557,0.9633736610412598
26,0.1027706041932106,0.9622353911399841,0.11299552023410797,0.9623655676841736
27,0.10379274189472198,0.9618539214134216,0.10042113810777664,0.9667338728904724
28,0.10123264789581299,0.9634751081466675,0.09851488471031189,0.9650537371635437
29,0.09896168857812881,0.9629982709884644,0.11442404240369797,0.9590053558349609
30,0.10213354974985123,0.963093638420105,0.11885790526866913,0.9556451439857483
31,0.09695563465356827,0.9661453366279602,0.11106060445308685,0.9583333134651184
32,0.09574688225984573,0.965191662311554,0.09208168834447861,0.96875
33,0.096426822245121,0.9642380475997925,0.1040840893983841,0.961693525314331
34,0.09472297132015228,0.9643334150314331,0.0981932282447815,0.9650537371635437
35,0.09470085054636002,0.9644287824630737,0.09110464155673981,0.9680779576301575
36,0.09044948220252991,0.9672897458076477,0.1075003445148468,0.9563171863555908
37,0.08584248274564743,0.9686248302459717,0.0990867167711258,0.9647177457809448
38,0.08798334747552872,0.9673851132392883,0.11409132182598114,0.9569892287254333
39,0.08776398748159409,0.9681479930877686,0.10184614360332489,0.9627016186714172
40,0.08866522461175919,0.9674804210662842,0.09916649758815765,0.9613575339317322
41,0.08672346919775009,0.9681479930877686,0.08609563857316971,0.9714381694793701
42,0.0852263793349266,0.967766523361206,0.09856826812028885,0.9627016186714172
43,0.08619499951601028,0.9670990109443665,0.092371866106987,0.9677419066429138
44,0.0853518545627594,0.9684340953826904,0.0900026336312294,0.9670698642730713
45,0.08306249976158142,0.9671943783760071,0.09546670317649841,0.961693525314331
46,0.08244863897562027,0.9697692394256592,0.08050507307052612,0.9700940847396851
47,0.08390935510396957,0.9684340953826904,0.08707243204116821,0.9674059152603149
48,0.08347006142139435,0.9705321192741394,0.08200998604297638,0.9700940847396851
49,0.08500491082668304,0.9689109325408936,0.0834316834807396,0.9694220423698425
50,0.07860764116048813,0.9711996912956238,0.07306317239999771,0.9751344323158264
