epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.457745224237442,0.7592980861663818,0.3992312550544739,0.8279569745063782
2,0.3139040768146515,0.8721151947975159,0.3882826566696167,0.8269489407539368
3,0.2606062889099121,0.8977684378623962,0.31778818368911743,0.8686155676841736
4,0.22420530021190643,0.9138851761817932,0.264723002910614,0.9008736610412598
5,0.17039629817008972,0.9372496604919434,0.20796769857406616,0.9203628897666931
6,0.16315512359142303,0.9401106238365173,0.21973644196987152,0.9119623899459839
7,0.14636893570423126,0.9460232853889465,0.17533601820468903,0.930443525314331
8,0.14071641862392426,0.9505054354667664,0.15098726749420166,0.9435483813285828
9,0.12876419723033905,0.9535571336746216,0.17994171380996704,0.9338037371635437
10,0.12501183152198792,0.9548922181129456,0.14078931510448456,0.9499328136444092
11,0.12812171876430511,0.9522219896316528,0.15858425199985504,0.9438844323158264
12,0.1252089887857437,0.9553690552711487,0.15463583171367645,0.9411962628364563
13,0.11612829566001892,0.9560366272926331,0.1506389081478119,0.9418683052062988
14,0.1147223487496376,0.9572763442993164,0.17794141173362732,0.9344757795333862
15,0.11931435763835907,0.9554644227027893,0.17325559258460999,0.9385080933570862
16,0.11012271791696548,0.9583253860473633,0.1784425973892212,0.9270833134651184
17,0.11780249327421188,0.9552736878395081,0.1623547524213791,0.9361559152603149
18,0.1029503270983696,0.9614724516868591,0.13410122692584991,0.945900559425354
19,0.10405035316944122,0.9611863493919373,0.1307271122932434,0.9509408473968506
20,0.10316561907529831,0.9609002470970154,0.11555342376232147,0.9569892287254333
21,0.09918046742677689,0.9634751081466675,0.12728852033615112,0.9499328136444092
22,0.10281133651733398,0.9620446562767029,0.12600646913051605,0.9499328136444092
23,0.10082411766052246,0.9611863493919373,0.12575174868106842,0.9506048560142517
24,0.10212518274784088,0.9615678191184998,0.11015226691961288,0.9569892287254333
25,0.10259649157524109,0.9600419402122498,0.12407171726226807,0.9499328136444092
26,0.09497236460447311,0.96385657787323,0.10765334963798523,0.9590053558349609
27,0.09405317157506943,0.9641426801681519,0.10098204761743546,0.9569892287254333
28,0.096439428627491,0.9653823971748352,0.12276292592287064,0.9495967626571655
29,0.09537272900342941,0.9644287824630737,0.11060986667871475,0.9576612710952759
30,0.09252169728279114,0.9643334150314331,0.12241540104150772,0.9509408473968506
31,0.0922999382019043,0.9656684994697571,0.10992271453142166,0.9566532373428345
32,0.09250257909297943,0.9644287824630737,0.15323859453201294,0.9368279576301575
33,0.08989620208740234,0.9662407040596008,0.16057173907756805,0.9334677457809448
34,0.09231145679950714,0.9653823971748352,0.10427538305521011,0.960349440574646
35,0.08791596442461014,0.967766523361206,0.11222606897354126,0.9583333134651184
36,0.08737888932228088,0.9662407040596008,0.11273033171892166,0.9566532373428345
37,0.0904020220041275,0.9640473127365112,0.12127714604139328,0.9536290168762207
38,0.08613813668489456,0.968529462814331,0.09506923705339432,0.9613575339317322
39,0.0848645269870758,0.968529462814331,0.123380146920681,0.9522849321365356
40,0.08737287670373917,0.9684340953826904,0.10577191412448883,0.9590053558349609
41,0.08520057052373886,0.9680526256561279,0.12266747653484344,0.9519489407539368
42,0.0827738493680954,0.9686248302459717,0.10488705337047577,0.960349440574646
43,0.08379531651735306,0.9679572582244873,0.12998953461647034,0.9462365508079529
44,0.08445972204208374,0.9681479930877686,0.11750859767198563,0.9546371102333069
45,0.0850442424416542,0.9665268063545227,0.10017529129981995,0.9613575339317322
46,0.08685395121574402,0.9655731320381165,0.11509723216295242,0.957325279712677
47,0.08569195866584778,0.9675757884979248,0.11855155229568481,0.9543010592460632
48,0.08530797064304352,0.969292402267456,0.09662596136331558,0.9600134491920471
49,0.07934249192476273,0.9707228541374207,0.12519900500774384,0.9485887289047241
50,0.07976067811250687,0.9696738719940186,0.09811946749687195,0.9643816947937012
51,0.07904089987277985,0.9705321192741394,0.09867635369300842,0.9613575339317322
52,0.08188223838806152,0.9682433605194092,0.09785747528076172,0.9613575339317322
53,0.07674331963062286,0.9709135890007019,0.11747092753648758,0.9499328136444092
54,0.07780525833368301,0.9711043238639832,0.12850868701934814,0.9502688050270081
55,0.07719597220420837,0.9697692394256592,0.08862598240375519,0.9677419066429138
56,0.0760381668806076,0.9719626307487488,0.17380140721797943,0.929099440574646
57,0.07803170382976532,0.9709135890007019,0.10428333282470703,0.9623655676841736
58,0.0756111592054367,0.9719626307487488,0.09163330495357513,0.9663978219032288
59,0.07414627820253372,0.9732023477554321,0.11848767846822739,0.9522849321365356
60,0.0809747725725174,0.9700552821159363,0.08654030412435532,0.9704301357269287
61,0.07942529022693634,0.9696738719940186,0.10077070444822311,0.9606854915618896
62,0.07421397417783737,0.97062748670578,0.09161859005689621,0.9640457034111023
63,0.07397348433732986,0.9723441004753113,0.12340301275253296,0.9519489407539368
64,0.0749877467751503,0.97062748670578,0.0863996297121048,0.96875
65,0.07605967670679092,0.9712950587272644,0.08280450105667114,0.9700940847396851
